user_id,movie_id,rating,timestamp
2,11971,3.0,1996-06-21 11:18:00
2,788,4.0,1996-06-21 11:15:31
2,9800,4.0,1996-06-21 11:17:40
2,713,4.0,1996-06-21 11:15:19
2,1245,4.0,1996-06-21 11:16:57
2,424,4.0,1996-06-21 11:15:31
2,12519,4.0,1996-06-21 11:23:19
2,858,3.0,1996-06-21 11:16:07
2,10635,3.0,1996-06-21 11:21:49
2,9479,5.0,1996-06-21 11:16:07
2,10057,3.0,1996-06-21 11:17:40
2,9066,5.0,1996-06-21 11:16:57
2,771,3.0,1996-06-21 11:16:30
2,251,3.0,1996-06-21 11:16:19
2,812,3.0,1996-06-21 11:10:41
2,280,5.0,1996-06-21 11:14:57
2,581,5.0,1996-06-21 11:09:55
2,268,5.0,1996-06-21 11:09:55
2,274,3.0,1996-06-21 11:11:51
2,10112,3.0,1996-06-21 11:18:52
2,10539,4.0,1996-06-21 11:22:21
3,11359,3.0,2011-02-28 02:54:35
3,197,4.0,2011-02-28 19:40:49
3,1024,3.5,2011-02-28 02:53:57
3,11008,3.0,2011-02-28 02:56:01
3,680,4.5,2011-02-28 03:06:58
3,278,5.0,2011-02-28 03:02:01
3,888,2.5,2011-02-28 02:53:09
3,13,5.0,2011-02-28 03:02:47
3,1637,2.5,2011-02-28 20:00:42
3,424,3.0,2011-02-28 03:08:48
3,812,3.0,2011-02-28 19:41:40
3,268,3.0,2011-02-28 20:00:47
3,274,3.0,2011-02-28 19:37:20
3,10020,2.0,2011-02-28 20:01:00
3,664,3.5,2011-02-28 22:39:47
3,627,4.0,2011-02-28 03:19:17
3,9303,3.0,2011-02-28 02:54:47
3,2493,5.0,2011-02-28 22:39:30
3,1892,3.0,2011-02-28 19:36:35
3,343,4.0,2011-02-28 02:53:48
3,1633,3.0,2011-02-28 02:53:25
3,11967,4.0,2011-02-28 02:54:18
3,607,3.5,2011-02-28 19:41:29
3,597,4.5,2011-02-28 20:00:36
3,1878,4.0,2011-02-28 03:19:03
3,857,4.0,2011-02-28 19:37:42
3,10683,4.0,2011-02-28 02:55:53
3,8913,3.0,2011-02-28 02:56:29
3,9032,3.0,2011-02-28 03:11:50
3,10279,3.5,2011-02-28 02:56:36
3,620,3.0,2011-02-28 20:13:37
3,745,3.5,2011-02-28 19:40:57
3,11601,4.0,2011-02-28 02:55:33
3,14,4.0,2011-02-28 19:37:05
3,550,5.0,2011-02-28 03:14:34
3,10406,3.0,2011-02-28 02:59:28
3,10559,4.0,2011-02-28 02:53:53
3,641,5.0,2011-02-28 03:19:34
3,557,3.0,2011-02-28 20:01:06
3,1430,3.5,2011-02-28 03:11:12
3,12,3.0,2011-02-28 19:41:20
3,122,2.5,2011-02-28 19:36:27
3,38,3.0,2011-02-28 19:41:05
3,1777,3.5,2011-02-28 02:54:10
3,558,3.0,2011-02-28 22:39:26
3,44756,3.5,2011-02-28 03:09:15
3,752,3.5,2011-02-28 22:39:00
3,3683,4.5,2011-02-28 03:06:01
3,1251,4.5,2011-02-28 03:07:47
3,155,3.0,2011-02-28 19:41:11
3,34767,4.0,2011-02-28 19:42:10
4,710,4.0,2000-02-06 04:17:25
4,9598,5.0,2000-02-07 10:32:36
4,33542,5.0,2000-02-06 04:16:22
4,11000,5.0,2000-02-07 10:34:41
4,414,4.0,2000-02-06 04:29:06
4,9482,3.0,2000-02-06 04:29:06
4,1642,3.0,2000-02-07 10:40:47
4,11,5.0,2000-02-05 19:30:42
4,9058,4.0,2000-02-05 19:26:42
4,680,5.0,2000-02-07 03:55:08
4,193,3.0,2000-02-06 04:16:58
4,9331,5.0,2000-02-06 04:16:22
4,13,5.0,2000-02-07 10:36:03
4,712,5.0,2000-02-07 10:34:41
4,8587,5.0,2000-02-07 18:52:18
4,854,4.0,2000-02-07 03:58:07
4,36955,3.0,2000-02-06 04:15:34
4,2758,3.0,2000-02-07 10:38:03
4,6075,3.0,2000-02-07 03:56:12
4,9350,4.0,2000-02-06 04:18:08
4,9612,1.0,2000-02-07 10:42:15
4,11566,4.0,2000-02-07 10:36:42
4,9739,4.0,2000-02-07 10:40:28
4,2019,4.0,2000-02-06 04:28:35
4,329,5.0,2000-02-06 04:16:22
4,78,5.0,2000-02-05 19:31:31
4,812,5.0,2000-02-07 18:51:26
4,280,5.0,2000-02-07 10:38:58
4,581,3.0,2000-02-06 04:15:34
4,408,5.0,2000-02-07 18:52:18
4,10895,5.0,2000-02-07 18:53:58
4,11827,4.0,2000-02-08 03:57:18
4,10112,5.0,2000-02-07 18:50:44
4,238,5.0,2000-02-05 19:30:22
4,426,5.0,2000-02-07 10:26:29
4,239,4.0,2000-02-07 10:28:26
4,963,5.0,2000-02-07 10:27:27
4,630,5.0,2000-02-07 18:49:56
4,10869,4.0,2000-02-07 10:30:54
4,15944,4.0,2000-02-07 10:28:42
4,11224,5.0,2000-02-07 18:53:58
4,433,5.0,2000-02-07 18:53:58
4,11114,5.0,2000-02-07 04:06:17
4,12335,5.0,2000-02-07 04:06:17
4,12092,5.0,2000-02-07 18:52:18
4,10948,5.0,2000-02-07 18:53:58
4,562,5.0,2000-02-07 04:04:04
4,252,5.0,2000-02-07 10:29:32
4,623,5.0,2000-02-06 04:32:03
4,500,5.0,2000-02-07 03:55:32
4,601,5.0,2000-02-05 19:26:11
4,11843,5.0,2000-02-07 10:29:59
4,2756,5.0,2000-02-07 04:04:35
4,762,5.0,2000-02-07 10:29:32
4,11455,5.0,2000-02-07 10:30:19
4,1891,5.0,2000-02-05 19:32:53
4,2493,5.0,2000-02-06 04:31:30
4,85,5.0,2000-02-05 19:32:53
4,679,5.0,2000-02-07 04:04:04
4,185,5.0,2000-02-07 04:02:39
4,28,5.0,2000-02-05 19:32:53
4,1892,5.0,2000-02-05 19:25:14
4,769,5.0,2000-02-07 03:55:08
4,348,5.0,2000-02-06 04:11:01
4,539,5.0,2000-02-05 19:32:53
4,525,5.0,2000-02-06 04:32:03
4,600,5.0,2000-02-07 10:18:13
4,279,5.0,2000-02-05 19:32:53
4,703,5.0,2000-02-07 10:29:32
4,218,5.0,2000-02-07 04:04:04
4,18971,5.0,2000-02-07 10:31:59
4,13667,5.0,2000-02-06 04:33:22
4,694,5.0,2000-02-07 10:19:03
4,235,4.0,2000-02-06 04:32:39
4,137,5.0,2000-02-07 10:33:11
4,105,5.0,2000-02-06 04:32:03
4,3034,5.0,2000-02-07 10:29:32
4,756,5.0,2000-02-07 18:49:56
4,2640,4.0,2000-02-06 04:32:39
4,11031,5.0,2000-02-06 04:31:30
4,89,5.0,2000-02-07 10:19:03
4,12104,4.0,2000-02-07 10:22:07
4,639,4.0,2000-02-06 04:33:22
4,32076,4.0,2000-02-07 04:04:35
4,8851,5.0,2000-02-08 03:57:54
4,11349,5.0,2000-02-07 10:27:27
4,199,4.0,2000-02-06 04:16:22
4,152,4.0,2000-02-06 04:11:42
4,174,3.0,2000-02-07 10:40:04
4,154,4.0,2000-02-07 10:19:47
4,168,3.0,2000-02-07 10:21:44
4,364,3.0,2000-02-06 04:18:08
4,621,5.0,2000-02-07 04:06:17
4,578,5.0,2000-02-06 04:11:01
4,579,4.0,2000-02-06 04:11:42
4,2322,5.0,2000-02-07 03:56:12
4,330,3.0,2000-02-06 04:27:10
4,607,5.0,2000-02-07 10:39:38
4,10890,4.0,2000-02-06 04:32:39
4,9281,5.0,2000-02-07 04:04:04
4,617,1.0,2000-02-07 03:57:44
4,10622,5.0,2000-02-07 10:35:38
4,95,4.0,2000-02-06 04:18:08
4,944,2.0,2000-02-07 03:59:16
4,1051,5.0,2000-02-06 04:11:01
4,1366,5.0,2000-02-06 04:11:01
4,380,5.0,2000-02-07 10:19:03
4,13597,3.0,2000-02-07 18:52:18
4,2108,5.0,2000-02-06 04:32:39
4,609,5.0,2000-02-07 04:05:09
4,941,5.0,2000-02-06 04:33:22
4,943,3.0,2000-02-07 03:58:27
4,927,2.0,2000-02-07 10:22:50
4,9340,5.0,2000-02-07 04:01:10
4,16084,4.0,2000-02-07 10:30:54
4,3170,5.0,2000-02-05 19:26:11
4,859,4.0,2000-02-06 04:35:38
4,841,4.0,2000-02-07 04:01:54
4,10957,4.0,2000-02-08 03:57:19
4,9570,4.0,2000-02-07 04:03:03
4,10122,5.0,2000-02-06 04:16:58
4,9354,3.0,2000-02-07 04:01:54
4,1779,5.0,2000-02-07 10:17:28
4,9325,5.0,2000-02-07 18:50:44
4,10340,5.0,2000-02-07 10:28:26
4,10144,4.0,2000-02-08 03:57:19
4,12230,5.0,2000-02-07 18:50:44
4,13380,5.0,2000-02-07 04:01:54
4,10693,5.0,2000-02-07 18:53:58
4,14822,5.0,2000-02-07 04:03:03
4,10249,4.0,2000-02-07 10:40:28
4,10882,5.0,2000-02-07 18:52:18
4,2619,5.0,2000-02-07 04:01:54
4,53565,5.0,2000-02-07 18:49:56
4,97,4.0,2000-02-07 04:01:54
4,6471,5.0,2000-02-07 10:29:59
4,9442,3.0,2000-02-07 04:05:09
4,227,5.0,2000-02-07 10:22:07
4,87,5.0,2000-02-07 10:23:14
4,2907,4.0,2000-02-07 10:36:03
4,11639,5.0,2000-02-07 04:01:10
4,4978,4.0,2000-02-08 03:57:19
4,11976,4.0,2000-02-07 04:01:54
4,15144,5.0,2000-02-06 04:33:23
4,34584,5.0,2000-02-07 04:01:10
4,4011,5.0,2000-02-07 04:01:10
4,847,3.0,2000-02-07 04:01:10
4,117,5.0,2000-02-07 10:19:24
4,2028,4.0,2000-02-06 04:32:39
4,11082,3.0,2000-02-07 04:05:09
4,881,5.0,2000-02-07 03:56:12
4,10403,5.0,2000-02-07 10:32:36
4,14924,4.0,2000-02-07 10:22:07
4,9749,4.0,2000-02-06 04:33:23
4,1368,4.0,2000-02-07 10:23:14
4,9326,5.0,2000-02-07 10:23:14
4,1367,4.0,2000-02-06 04:11:42
4,11815,5.0,2000-02-08 03:57:54
4,192,5.0,2000-02-07 10:21:15
4,9540,4.0,2000-02-07 04:04:35
4,8592,1.0,2000-02-07 03:59:53
4,1893,5.0,2000-02-06 04:16:22
4,1924,5.0,2000-02-06 04:11:01
4,30168,3.0,2000-02-07 10:17:51
4,817,4.0,2000-02-07 04:08:17
4,6488,4.0,2000-02-07 04:08:17
4,620,5.0,2000-02-06 04:32:03
4,9824,5.0,2000-02-06 04:16:22
4,11120,4.0,2000-02-05 19:25:14
4,11353,1.0,2000-02-07 04:08:41
4,9267,5.0,2000-02-07 10:29:59
4,813,5.0,2000-02-06 04:31:30
4,11153,4.0,2000-02-06 04:33:23
4,2280,5.0,2000-02-07 04:01:10
4,850,5.0,2000-02-06 04:35:38
4,9096,3.0,2000-02-06 04:27:10
4,11797,3.0,2000-02-07 10:21:15
4,11527,5.0,2000-02-07 04:01:54
4,11326,5.0,2000-02-07 04:06:17
4,10576,2.0,2000-02-07 04:05:09
4,12662,1.0,2000-02-07 04:05:09
4,861,4.0,2000-02-06 04:15:34
4,9377,5.0,2000-02-06 04:32:39
4,36819,5.0,2000-02-07 04:01:10
4,5549,3.0,2000-02-07 04:00:15
4,856,5.0,2000-02-07 10:20:07
4,253,5.0,2000-02-06 04:11:01
4,16281,3.0,2000-02-07 04:09:03
4,11886,5.0,2000-02-07 18:50:44
4,1621,4.0,2000-02-06 04:32:39
4,14035,5.0,2000-02-07 10:30:19
4,11663,5.0,2000-02-07 10:34:16
4,29154,4.0,2000-02-07 10:18:35
4,10998,4.0,2000-02-07 04:04:35
4,9013,4.0,2000-02-06 04:33:23
4,177,5.0,2000-02-07 10:35:38
4,26578,4.0,2000-02-07 10:21:44
4,9644,2.0,2000-02-05 19:29:06
4,13342,4.0,2000-02-06 04:32:03
4,24735,5.0,2000-02-07 10:22:50
4,11287,4.0,2000-02-07 10:35:38
4,10158,3.0,2000-02-07 10:37:25
4,11782,5.0,2000-02-07 03:55:32
4,1857,2.0,2000-02-08 03:57:18
5,15602,4.0,2006-11-12 23:42:37
5,9603,4.0,2006-11-12 23:42:32
5,9614,4.0,2006-11-12 23:37:19
5,11000,4.0,2006-11-12 23:30:42
5,568,4.0,2006-11-12 23:33:24
5,8467,3.5,2006-11-12 23:22:42
5,10510,4.5,2006-11-12 23:13:28
5,3049,3.5,2006-11-12 23:20:36
5,13,4.0,2006-11-12 23:29:12
5,8587,4.0,2006-11-12 23:22:32
5,854,4.0,2006-11-12 23:22:35
5,1637,4.0,2006-11-12 23:20:10
5,11566,4.0,2006-11-12 23:34:37
5,788,4.5,2006-11-12 23:21:58
5,771,4.0,2006-11-12 23:33:12
5,812,3.5,2006-11-12 23:19:11
5,10020,4.0,2006-11-12 23:29:50
5,114,5.0,2006-11-12 23:21:51
5,9327,3.5,2006-11-12 23:43:13
5,238,2.5,2006-11-12 23:20:51
5,426,3.5,2006-11-12 23:12:15
5,630,4.0,2006-11-12 23:31:26
5,11224,4.0,2006-11-12 23:15:16
5,15121,5.0,2006-11-12 23:11:43
5,510,3.0,2006-11-12 23:29:33
5,240,2.5,2006-11-12 23:30:39
5,37247,4.0,2006-11-12 23:36:22
5,639,4.0,2006-11-12 23:34:55
5,621,5.0,2006-11-12 23:10:44
5,9390,3.5,2006-11-12 23:29:25
5,1624,4.5,2006-11-12 23:36:48
5,330,3.5,2006-11-12 23:36:02
5,37165,4.0,2006-11-12 23:30:14
5,597,4.0,2006-11-12 23:22:24
5,11003,4.0,2006-11-12 23:36:41
5,2898,4.5,2006-11-12 23:30:51
5,544,4.5,2006-11-12 23:22:06
5,380,4.0,2006-11-12 23:21:15
5,2108,4.0,2006-11-12 23:32:04
5,9552,3.5,2006-11-12 23:36:33
5,242,1.5,2006-11-12 23:13:08
5,10144,5.0,2006-11-12 23:11:49
5,2109,4.0,2006-11-12 23:14:36
5,8916,4.0,2006-11-12 23:14:11
5,9487,3.5,2006-11-12 23:29:44
5,9489,4.0,2006-11-12 23:13:13
5,1542,3.5,2006-11-12 23:31:30
5,817,4.0,2006-11-12 23:21:19
5,9032,4.5,2006-11-12 23:14:53
5,2105,4.0,2006-11-12 23:30:46
5,745,3.5,2006-11-12 23:22:23
5,11353,3.5,2006-11-12 23:42:27
5,9377,3.5,2006-11-12 23:31:18
5,492,3.5,2006-11-12 23:28:47
5,863,3.5,2006-11-12 23:31:03
5,1213,3.5,2006-11-12 23:33:28
5,462,4.0,2006-11-12 23:28:57
5,2024,3.5,2006-11-12 23:12:28
5,786,4.5,2006-11-12 23:30:35
5,1597,3.5,2006-11-12 23:29:58
5,392,4.0,2006-11-12 23:14:33
5,3981,4.0,2006-11-12 23:43:45
5,8358,3.5,2006-11-12 23:21:36
5,1493,4.5,2006-11-12 23:45:45
5,808,3.5,2006-11-12 23:28:23
5,824,3.5,2006-11-12 23:32:34
5,8835,4.5,2006-11-12 23:43:53
5,2770,3.5,2006-11-12 23:45:31
5,161,3.0,2006-11-12 23:19:08
5,453,4.5,2006-11-12 23:20:16
5,4547,3.5,2006-11-12 23:43:15
5,8346,4.5,2006-11-12 23:14:59
5,557,4.5,2006-11-12 23:20:06
5,4147,4.0,2006-11-12 23:34:03
5,1430,3.5,2006-11-12 23:30:06
5,565,4.5,2006-11-12 23:33:09
5,672,3.0,2006-11-12 23:21:28
5,423,4.0,2006-11-12 23:35:33
5,455,3.5,2006-11-12 23:34:51
5,310,4.0,2006-11-12 23:36:12
5,12,4.0,2006-11-12 23:20:26
5,170,4.0,2006-11-12 23:34:15
5,153,2.5,2006-11-12 23:13:58
5,508,4.0,2006-11-12 23:35:11
5,8193,4.0,2006-11-12 23:39:02
5,9372,4.0,2006-11-12 23:33:01
5,1777,3.5,2006-11-12 23:28:38
5,558,4.5,2006-11-12 23:19:53
5,2048,4.0,2006-11-12 23:33:46
5,70,4.5,2006-11-12 23:32:20
5,205,4.5,2006-11-12 23:38:22
5,118,3.5,2006-11-12 23:29:37
5,1640,5.0,2006-11-12 23:30:11
5,787,4.0,2006-11-12 23:35:17
5,9522,4.5,2006-11-12 23:30:27
5,6957,4.0,2006-11-12 23:31:15
5,69,4.5,2006-11-12 23:31:23
5,411,4.0,2006-11-12 23:29:04
5,254,4.0,2006-11-12 23:29:27
5,496,4.5,2006-11-12 23:32:37
6,103,4.0,2005-02-24 15:16:52
6,8839,2.0,2005-02-11 15:04:23
6,9482,2.0,2005-02-24 15:17:08
6,101,5.0,2005-02-11 15:08:59
6,10895,4.0,2005-02-11 15:04:29
6,426,4.0,2005-02-11 15:04:59
6,947,5.0,2005-02-11 15:04:26
6,826,4.5,2005-02-11 15:04:44
6,235,4.5,2005-02-24 15:16:36
6,903,4.5,2005-02-11 15:05:09
6,2640,4.5,2005-02-11 15:05:39
6,12498,2.0,2005-02-24 15:16:21
6,2255,2.0,2005-02-24 15:16:19
6,4824,2.0,2005-02-24 15:18:01
6,586,2.0,2005-02-24 15:16:34
6,8656,0.5,2005-02-11 15:05:34
6,846,3.0,2005-02-11 15:05:44
6,942,3.0,2005-02-11 15:04:49
6,346,4.0,2005-02-24 15:17:50
6,11974,4.0,2005-02-24 15:18:05
6,4011,4.0,2005-02-24 15:16:15
6,1542,3.5,2005-02-11 15:04:51
6,10803,3.0,2005-02-24 15:17:25
6,871,4.0,2005-02-11 15:04:53
6,603,1.0,2005-02-24 15:16:42
6,36685,2.0,2005-02-11 15:04:31
6,104,4.0,2005-02-11 15:04:34
6,9824,3.0,2005-02-24 15:17:37
6,10386,4.5,2005-02-11 15:09:05
6,6415,3.0,2005-02-24 15:16:39
6,1832,1.0,2005-02-11 15:05:37
6,863,4.0,2005-02-24 15:16:23
6,2787,3.5,2005-02-24 15:17:30
6,7443,1.5,2005-02-24 15:16:30
6,1548,1.5,2005-02-24 15:16:57
6,1903,1.5,2005-02-24 15:17:06
6,121,5.0,2005-02-11 15:05:11
6,79,3.0,2005-02-11 15:08:54
6,122,5.0,2005-02-11 15:08:39
6,38,4.0,2005-02-11 15:08:44
6,673,3.5,2005-02-11 15:08:46
6,558,4.0,2005-02-11 15:08:57
6,401,3.0,2005-02-11 15:08:51
6,747,4.5,2005-02-11 15:08:41
7,862,3.0,1996-12-29 13:38:23
7,710,3.0,1996-12-29 14:17:15
7,8012,3.0,1996-12-29 13:48:09
7,9909,3.0,1996-12-29 14:12:30
7,9598,4.0,1996-12-29 13:57:41
7,34615,4.0,1996-12-29 13:41:41
7,9614,3.0,1996-12-29 13:39:04
7,197,5.0,1996-12-29 14:03:08
7,33542,4.0,1996-12-29 13:38:40
7,11000,4.0,1996-12-29 13:38:24
7,11780,4.0,1996-12-29 14:03:26
7,281,2.0,1996-12-29 14:11:44
7,9560,3.0,1996-12-29 14:11:45
7,11,5.0,1996-12-29 14:17:42
7,11318,3.0,1996-12-29 14:03:08
7,2164,2.0,1996-12-29 14:19:21
7,278,5.0,1996-12-29 14:03:07
7,193,3.0,1996-12-29 14:08:44
7,11381,3.0,1996-12-29 13:49:05
7,2759,3.0,1996-12-29 13:53:41
7,888,3.0,1996-12-29 13:59:01
7,13,3.0,1996-12-29 14:03:08
7,712,3.0,1996-12-29 13:50:36
7,8587,3.0,1996-12-29 14:00:20
7,854,3.0,1996-12-29 13:56:30
7,1637,3.0,1996-12-29 14:21:31
7,36955,4.0,1996-12-29 14:21:31
7,329,4.0,1996-12-29 14:19:21
7,788,3.0,1996-12-29 13:54:29
7,10445,4.0,1996-12-29 14:04:06
7,858,3.0,1996-12-29 13:54:48
7,78,4.0,1996-12-29 14:17:15
7,9479,4.0,1996-12-29 14:00:19
7,812,4.0,1996-12-29 14:00:44
7,280,3.0,1996-12-29 14:19:00
7,581,4.0,1996-12-29 14:03:06
7,268,3.0,1996-12-29 14:14:23
7,408,4.0,1996-12-29 14:00:20
7,10020,3.0,1996-12-29 14:00:44
7,11827,3.0,1996-12-29 14:01:14
7,3065,4.0,1996-12-29 13:40:06
7,8866,3.0,1996-12-29 13:39:04
7,9100,2.0,1996-12-29 13:39:44
7,664,1.0,1996-12-29 13:38:24
7,11867,1.0,1996-12-29 13:39:23
7,532,5.0,1996-12-29 14:00:20
7,602,3.0,1996-12-29 13:38:23
7,9268,2.0,1996-12-29 13:39:04
7,62,4.0,1996-12-29 14:04:49
7,562,3.0,1996-12-29 14:18:22
7,252,3.0,1996-12-29 13:39:04
7,623,4.0,1996-12-29 13:48:40
7,583,4.0,1996-12-29 13:48:09
7,601,3.0,1996-12-29 14:05:08
7,11843,3.0,1996-12-29 13:52:33
7,1103,3.0,1996-12-29 14:18:23
7,762,4.0,1996-12-29 13:48:09
7,531,5.0,1996-12-29 14:00:19
7,1891,5.0,1996-12-29 14:17:14
7,2493,3.0,1996-12-29 13:48:09
7,85,5.0,1996-12-29 14:17:15
7,1892,5.0,1996-12-29 14:17:14
7,525,4.0,1996-12-29 13:49:39
7,530,5.0,1996-12-29 14:00:44
7,279,5.0,1996-12-29 14:04:06
7,9549,4.0,1996-12-29 14:05:21
7,218,4.0,1996-12-29 14:17:42
7,9665,5.0,1996-12-29 14:04:49
7,105,3.0,1996-12-29 13:50:36
7,8009,4.0,1996-12-29 14:18:00
7,3034,3.0,1996-12-29 13:50:36
7,665,4.0,1996-12-29 14:05:32
7,11031,4.0,1996-12-29 13:50:01
7,89,3.0,1996-12-29 13:48:40
7,12104,3.0,1996-12-29 14:07:51
7,2323,4.0,1996-12-29 14:07:51
7,639,3.0,1996-12-29 13:50:01
7,25189,3.0,1996-12-29 13:42:15
7,152,3.0,1996-12-29 14:19:20
7,174,3.0,1996-12-29 14:18:22
7,172,2.0,1996-12-29 14:20:30
7,154,4.0,1996-12-29 14:17:15
7,157,3.0,1996-12-29 14:19:00
7,168,3.0,1996-12-29 14:17:42
7,378,3.0,1996-12-29 13:54:48
7,3179,5.0,1996-12-29 13:42:58
7,9361,1.0,1996-12-29 14:19:00
8,63,5.0,2006-08-01 20:50:05
8,577,2.5,2006-07-31 23:46:12
8,807,5.0,2006-08-01 20:40:36
8,629,5.0,2006-08-01 02:42:53
8,197,4.0,2006-08-01 23:01:08
8,11,3.5,2006-08-01 20:40:29
8,1945,2.0,2006-07-31 23:43:40
8,680,4.0,2006-08-01 20:49:40
8,278,5.0,2006-08-01 20:38:34
8,13,4.0,2006-08-01 02:46:30
8,5503,4.5,2006-08-01 02:47:55
8,8005,3.5,2006-07-31 23:42:36
8,14534,2.0,2006-08-01 02:45:57
8,424,5.0,2006-08-01 02:42:50
8,10442,5.0,2006-07-31 23:43:06
8,280,4.0,2006-08-01 20:40:53
8,274,4.5,2006-08-01 20:40:33
8,1592,4.0,2006-08-01 02:44:44
8,1645,3.5,2006-07-31 23:43:52
8,238,5.0,2006-08-01 02:43:01
8,1891,3.5,2006-08-01 20:40:41
8,2493,4.0,2006-08-01 20:41:27
8,85,4.0,2006-08-01 20:38:50
8,1892,4.0,2006-08-01 20:39:29
8,539,4.0,2006-08-01 20:52:53
8,279,4.0,2006-08-01 20:49:54
8,694,4.0,2006-08-01 20:52:35
8,235,4.0,2006-08-01 20:40:11
8,137,3.0,2006-08-01 20:47:10
8,105,4.0,2006-08-01 20:39:07
8,89,4.0,2006-08-01 20:38:40
8,2323,3.5,2006-08-01 02:47:45
8,12498,0.5,2006-08-01 23:22:07
8,578,4.0,2006-08-01 20:48:05
8,9390,3.0,2006-08-01 02:45:24
8,9434,4.0,2006-08-01 20:47:15
8,1701,3.0,2006-07-31 23:43:28
8,2118,3.5,2006-08-01 20:43:10
8,2649,5.0,2006-07-31 23:43:05
8,9281,4.0,2006-07-31 23:44:51
8,489,4.0,2006-08-01 23:00:52
8,9411,3.0,2006-08-01 02:45:08
8,11003,5.0,2006-08-01 02:47:38
8,8656,3.5,2006-07-31 23:45:28
8,380,5.0,2006-08-01 23:02:02
8,857,4.0,2006-08-01 23:00:59
8,2619,3.0,2006-07-31 23:44:20
8,11704,3.0,2006-08-01 20:47:02
8,117,4.5,2006-08-01 20:38:55
8,10377,4.5,2006-08-01 02:46:54
8,637,4.0,2006-08-01 20:40:50
8,73,5.0,2006-08-01 23:00:17
8,9798,3.5,2006-07-31 23:42:20
8,5825,3.5,2006-08-01 02:45:51
8,1542,5.0,2006-08-01 20:41:29
8,603,5.0,2006-08-01 20:38:58
8,620,3.5,2006-08-01 20:42:24
8,745,4.5,2006-08-01 20:38:37
8,11353,2.5,2006-07-31 23:45:41
8,813,4.5,2006-08-01 20:52:38
8,2280,3.5,2006-08-01 02:45:40
8,850,3.5,2006-08-01 23:03:39
8,11601,3.0,2006-08-01 02:46:00
8,14,4.5,2006-08-01 20:42:30
8,9377,5.0,2006-08-01 23:02:44
8,550,4.0,2006-08-01 20:41:41
8,497,4.5,2006-08-01 02:44:26
